      0.0000 	       0.0000
      0.0013 	       0.0900
      0.0100 	       0.1800
      0.0315 	       0.2700
      0.0703 	       0.3600
      0.1299 	       0.4500
      0.2134 	       0.5400
      0.3231 	       0.6300
      0.4610 	       0.7200
      0.6289 	       0.8100
      0.8279 	       0.9000
